suite	case	isa	status	exit	dependencies	mismatch	diagnostic
process	ptrace-attach-detach	aarch64	pass	0	linux-libc,fork,ptrace,attach,detach,signal-inject	-	EngineExit { kind: Code, guest_status: 0, detail: 0, fault: None }
process	ptrace-attach-detach	x86_64	pass	0	linux-libc,fork,ptrace,attach,detach,signal-inject	-	EngineExit { kind: Code, guest_status: 0, detail: 0, fault: None }
