suite	case	isa	status	exit	dependencies	mismatch	diagnostic
process	ptrace-exec-stop	aarch64	pass	0	linux-libc,fork,ptrace,self-exec	-	EngineExit { kind: Code, guest_status: 0, detail: 0, fault: None }
process	ptrace-exec-stop	x86_64	pass	0	linux-libc,fork,ptrace,self-exec	-	EngineExit { kind: Code, guest_status: 0, detail: 0, fault: None }
